EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,OverTime,DistanceFromHome,StandardHours,EmployeeCount,Over18,DateOfJoining,Attrition
EMP0873,46,Female,Single,Finance,Accountant,Life Sciences,4,Non-Travel,144753,75,1133,6862,14,1,3,2,3,2,2,4,2,30,2,8,16,0,5,5,Yes,22,80,1,Y,29-11-1993,No
EMP0874,43,Male,Divorced,Marketing,Content Writer,Life Sciences,4,Travel_Rarely,138402,119,1376,5070,14,2,4,3,1,1,3,3,3,20,0,0,5,20,2,6,No,16,80,1,Y,09-12-2003,Yes
EMP0875,51,Male,Divorced,Finance,CFO,Human Resources,4,Travel_Frequently,116190,87,438,13940,17,2,1,1,3,4,1,3,4,19,14,9,16,38,4,6,No,8,80,1,Y,18-07-2004,No
EMP0876,41,Male,Divorced,Marketing,Content Writer,Marketing,2,Non-Travel,115468,57,1413,10563,11,0,2,1,4,1,2,4,1,21,12,5,3,17,6,4,No,5,80,1,Y,12-07-2002,No
EMP0877,42,Male,Married,Marketing,Marketing Executive,Technical Degree,4,Non-Travel,144207,138,862,16931,23,2,1,2,1,2,1,2,1,3,6,0,6,26,1,5,No,17,80,1,Y,24-05-2020,No
EMP0878,53,Female,Married,IT,Software Engineer,Medical,1,Travel_Frequently,41505,43,1309,18585,18,0,3,3,2,4,2,4,2,12,1,10,16,27,6,6,No,26,80,1,Y,05-06-2011,No
EMP0879,42,Male,Married,Research & Development,R&D Manager,Human Resources,5,Travel_Rarely,51713,38,1244,18472,22,1,3,2,3,3,3,2,2,19,10,3,5,7,0,1,Yes,28,80,1,Y,05-11-2004,Yes
EMP0880,56,Male,Divorced,Marketing,Content Writer,Medical,4,Non-Travel,58169,144,893,16772,23,3,2,1,1,4,1,3,2,12,15,6,9,30,5,9,Yes,19,80,1,Y,10-09-2011,No
EMP0881,53,Male,Married,IT,IT Manager,Life Sciences,5,Travel_Frequently,92511,55,1381,16455,20,3,5,2,3,4,2,2,3,16,13,3,6,11,5,6,No,27,80,1,Y,05-02-2007,No
EMP0882,51,Male,Divorced,Sales,Account Manager,Other,2,Travel_Rarely,55522,31,1170,8299,19,0,1,2,1,3,2,2,3,32,14,8,13,5,3,0,No,18,80,1,Y,07-03-1991,No
EMP0883,33,Female,Single,Research & Development,Lab Technician,Other,4,Non-Travel,114397,104,1163,12188,20,3,1,1,2,4,3,2,4,0,6,13,13,25,2,5,No,22,80,1,Y,27-12-2023,Yes
EMP0884,39,Female,Divorced,Marketing,Marketing Manager,Technical Degree,3,Non-Travel,18880,110,275,14686,23,0,3,1,4,2,2,4,1,14,8,9,9,15,6,7,Yes,5,80,1,Y,14-02-2009,No
EMP0885,42,Female,Married,Operations,Operations Manager,Medical,2,Travel_Frequently,58539,63,528,16011,24,0,1,3,4,2,2,2,1,12,3,4,8,29,2,0,Yes,7,80,1,Y,15-02-2011,No
EMP0886,34,Male,Single,Human Resources,Recruiter,Human Resources,1,Travel_Frequently,29799,48,1426,26763,16,1,2,3,3,2,1,4,3,16,5,13,9,18,4,0,No,18,80,1,Y,24-06-2007,No
EMP0887,42,Female,Divorced,Sales,Sales Director,Technical Degree,1,Travel_Rarely,119843,68,1452,23555,14,1,4,1,2,2,3,1,1,23,9,8,1,17,0,5,Yes,13,80,1,Y,10-12-2000,No
EMP0888,29,Female,Single,Sales,Account Manager,Marketing,5,Travel_Frequently,63784,111,351,19938,16,2,3,1,3,3,3,1,3,7,2,0,2,23,5,4,No,22,80,1,Y,30-07-2016,No
EMP0889,28,Male,Single,IT,Data Engineer,Other,5,Travel_Frequently,128034,42,271,23983,20,0,4,4,3,2,1,3,2,26,0,12,15,19,5,2,No,11,80,1,Y,14-04-1997,No
EMP0890,44,Female,Single,Sales,Sales Director,Human Resources,3,Travel_Rarely,69362,34,424,14874,17,1,1,4,1,4,4,3,3,22,5,11,9,6,4,9,Yes,5,80,1,Y,16-12-2001,No
EMP0891,53,Male,Divorced,Research & Development,R&D Manager,Medical,3,Travel_Frequently,68997,79,672,26805,16,0,5,3,1,1,1,4,4,7,4,13,10,6,6,9,No,22,80,1,Y,23-07-2016,No
EMP0892,32,Female,Married,Marketing,Content Writer,Technical Degree,1,Travel_Rarely,117399,52,559,15441,21,0,2,2,1,3,1,2,3,7,14,3,9,15,2,6,Yes,15,80,1,Y,01-04-2016,No
EMP0893,43,Female,Divorced,Marketing,Brand Manager,Human Resources,4,Travel_Rarely,29549,149,739,2054,11,0,1,1,2,3,4,2,3,25,10,6,11,13,0,6,No,21,80,1,Y,24-03-1998,Yes
EMP0894,43,Female,Married,Operations,Operations Analyst,Technical Degree,1,Travel_Rarely,71920,117,1010,22750,15,1,2,1,2,1,2,1,1,12,12,12,13,11,2,6,No,7,80,1,Y,20-10-2011,No
EMP0895,46,Female,Divorced,Human Resources,HR Executive,Technical Degree,1,Travel_Frequently,108860,58,808,6031,18,0,1,2,3,2,3,4,3,27,5,1,8,28,0,5,Yes,5,80,1,Y,24-07-1996,No
EMP0896,43,Male,Divorced,IT,System Admin,Technical Degree,3,Travel_Rarely,39624,141,1269,11315,18,0,1,3,1,2,3,2,4,24,4,14,12,14,6,3,Yes,29,80,1,Y,25-04-1999,No
EMP0897,49,Male,Divorced,Human Resources,HR Manager,Medical,5,Travel_Frequently,61705,140,200,21524,22,2,1,4,2,4,4,2,3,15,1,8,5,7,2,8,Yes,7,80,1,Y,13-01-2008,No
EMP0898,50,Female,Married,Sales,Sales Executive,Human Resources,3,Travel_Rarely,104326,101,877,26462,20,0,3,3,3,2,3,4,3,1,16,2,10,38,3,8,No,17,80,1,Y,10-09-2022,Yes
EMP0899,34,Male,Divorced,Operations,Supply Chain Manager,Life Sciences,3,Travel_Frequently,75390,55,1468,3552,19,2,4,2,2,2,4,3,2,17,11,3,0,8,5,6,No,9,80,1,Y,19-10-2006,No
EMP0900,39,Female,Single,Human Resources,HR Executive,Life Sciences,3,Travel_Rarely,83369,108,1442,9795,14,0,5,1,3,4,2,4,3,16,11,11,14,27,6,6,No,6,80,1,Y,11-12-2007,No
EMP0901,23,Female,Divorced,Research & Development,Data Analyst,Medical,1,Non-Travel,24589,86,490,7271,20,2,4,4,4,2,4,4,3,29,13,13,6,26,6,7,No,9,80,1,Y,29-01-1994,No
EMP0902,50,Female,Single,Marketing,Brand Manager,Medical,4,Non-Travel,128012,30,403,16665,16,1,4,2,1,1,3,2,3,12,6,14,10,6,4,4,No,17,80,1,Y,17-06-2011,No
EMP0903,42,Female,Married,Sales,Sales Manager,Other,1,Non-Travel,88181,57,1425,2115,17,1,2,1,4,2,3,1,4,31,13,14,16,13,0,8,Yes,2,80,1,Y,25-05-1992,No
EMP0904,36,Female,Married,Operations,Operations Analyst,Technical Degree,2,Travel_Rarely,138711,142,765,5613,15,3,3,3,3,1,4,2,1,28,6,3,4,10,4,5,Yes,23,80,1,Y,10-03-1995,No
EMP0905,48,Female,Divorced,Human Resources,HR Executive,Human Resources,3,Travel_Frequently,91425,91,681,8372,21,0,3,4,3,1,3,2,2,29,8,7,8,31,0,6,No,20,80,1,Y,20-03-1994,No
EMP0906,52,Male,Divorced,IT,IT Manager,Human Resources,3,Travel_Rarely,30994,76,710,18130,18,3,1,1,1,1,4,2,2,17,13,1,15,27,6,6,Yes,13,80,1,Y,22-04-2006,No
EMP0907,36,Male,Divorced,Research & Development,Lab Technician,Marketing,2,Travel_Rarely,126915,139,1123,26935,13,3,4,1,1,2,3,4,3,12,16,4,10,5,0,8,Yes,26,80,1,Y,19-11-2011,No
EMP0908,44,Female,Single,Research & Development,R&D Manager,Marketing,3,Travel_Rarely,137961,107,477,26603,18,2,5,1,3,2,1,4,3,20,16,1,16,34,5,6,No,17,80,1,Y,15-09-2003,No
EMP0909,45,Male,Married,Human Resources,HR Executive,Life Sciences,3,Travel_Rarely,119672,135,1204,5837,24,1,2,1,2,3,2,2,1,29,12,11,5,5,0,2,Yes,21,80,1,Y,01-06-1994,Yes
EMP0910,34,Female,Single,Marketing,Marketing Manager,Marketing,3,Travel_Frequently,41639,127,215,5533,15,0,3,1,1,4,3,2,3,20,17,5,14,23,2,5,No,20,80,1,Y,11-08-2003,No
EMP0911,43,Male,Single,Human Resources,Recruiter,Marketing,2,Travel_Rarely,32205,88,555,11610,11,0,1,3,3,4,3,1,4,16,16,8,2,8,1,5,No,6,80,1,Y,18-06-2007,No
EMP0912,58,Male,Divorced,Sales,Sales Director,Life Sciences,1,Non-Travel,71677,60,555,13108,23,2,5,2,1,3,3,3,1,18,5,11,8,1,2,6,Yes,29,80,1,Y,22-10-2005,No
EMP0913,54,Male,Divorced,Human Resources,HR Manager,Other,3,Non-Travel,47930,99,1029,7831,16,3,4,4,1,1,4,2,3,14,11,8,11,37,1,5,Yes,23,80,1,Y,29-10-2009,No
EMP0914,24,Female,Single,Research & Development,Lab Technician,Life Sciences,4,Non-Travel,88313,78,798,24347,12,2,5,3,4,4,3,4,1,8,5,13,15,13,5,3,No,27,80,1,Y,15-07-2015,No
EMP0915,40,Male,Single,Operations,Operations Analyst,Marketing,2,Travel_Rarely,128153,34,1301,3294,17,3,3,4,4,3,4,3,2,9,2,0,7,30,5,5,No,19,80,1,Y,22-11-2014,No
EMP0916,44,Female,Divorced,Human Resources,HR Director,Human Resources,5,Travel_Frequently,33316,60,1127,24354,19,0,2,1,2,1,3,3,3,30,14,3,4,29,2,2,No,6,80,1,Y,10-05-1993,No
EMP0917,50,Female,Divorced,Marketing,Brand Manager,Marketing,2,Travel_Frequently,111058,66,1290,17663,13,2,4,2,1,3,1,1,1,22,2,3,11,26,1,0,Yes,2,80,1,Y,20-03-2001,No
EMP0918,51,Female,Single,Operations,Operations Manager,Technical Degree,1,Travel_Frequently,102876,108,1058,9550,24,3,2,1,3,2,1,3,1,29,14,0,5,35,6,0,No,28,80,1,Y,14-12-1994,No
EMP0919,46,Male,Divorced,IT,System Admin,Technical Degree,2,Travel_Rarely,100366,44,413,20459,20,2,5,3,3,2,2,2,3,32,0,9,11,30,5,4,No,26,80,1,Y,04-04-1991,No
EMP0920,58,Male,Divorced,Finance,Finance Manager,Technical Degree,5,Travel_Frequently,28403,81,648,15830,24,1,5,3,1,1,4,2,1,8,2,1,14,5,0,7,No,13,80,1,Y,13-06-2015,No
EMP0921,29,Male,Single,Human Resources,HR Manager,Other,4,Non-Travel,95052,136,1164,15031,14,2,1,4,1,1,2,4,3,0,4,5,9,17,0,2,No,20,80,1,Y,20-08-2023,No
EMP0922,37,Female,Single,Marketing,Content Writer,Medical,5,Travel_Frequently,88495,98,1338,25750,14,0,4,1,2,2,3,2,3,34,13,9,16,13,1,1,Yes,10,80,1,Y,27-11-1989,No
EMP0923,29,Female,Married,Operations,Supply Chain Manager,Technical Degree,2,Travel_Rarely,111090,121,986,13869,14,2,5,1,2,4,3,2,4,10,3,14,6,19,1,7,No,29,80,1,Y,13-06-2013,No
EMP0924,22,Male,Single,Marketing,Marketing Manager,Human Resources,5,Travel_Rarely,51701,126,698,23591,13,0,3,2,2,4,1,1,4,33,8,2,6,10,4,8,Yes,9,80,1,Y,28-04-1990,No
EMP0925,26,Female,Divorced,IT,Data Engineer,Other,2,Travel_Frequently,149457,40,909,7817,15,0,3,2,3,2,2,3,1,15,17,8,10,36,0,8,No,13,80,1,Y,27-05-2008,No
EMP0926,24,Male,Single,Research & Development,Research Scientist,Medical,4,Travel_Rarely,72241,72,579,20162,19,2,2,1,4,4,3,1,1,8,9,2,1,39,2,1,No,7,80,1,Y,11-01-2015,No
EMP0927,22,Male,Single,Marketing,Marketing Executive,Medical,4,Travel_Frequently,80030,99,1366,14867,21,2,3,4,2,2,3,3,1,31,7,2,1,3,4,7,No,18,80,1,Y,03-11-1992,No
EMP0928,25,Male,Single,Operations,Operations Manager,Technical Degree,1,Travel_Frequently,120185,52,939,14086,18,2,5,2,3,3,4,1,2,14,12,14,13,5,6,1,No,22,80,1,Y,27-10-2009,No
EMP0929,56,Male,Married,Marketing,Marketing Manager,Marketing,4,Non-Travel,51404,69,831,12690,20,1,3,1,2,3,3,4,3,11,1,8,15,22,1,6,Yes,14,80,1,Y,02-05-2012,No
EMP0930,53,Female,Married,Marketing,Marketing Manager,Life Sciences,3,Travel_Rarely,70182,92,1247,18757,12,1,4,1,3,3,2,1,3,32,6,2,10,7,6,7,Yes,4,80,1,Y,29-03-1991,Yes
EMP0931,55,Male,Divorced,Marketing,Marketing Executive,Marketing,5,Non-Travel,47991,31,738,16770,22,3,2,1,1,4,1,1,2,13,10,5,8,29,5,0,Yes,8,80,1,Y,25-09-2010,No
EMP0932,46,Male,Married,Sales,Account Manager,Marketing,5,Travel_Rarely,119601,108,1144,16329,19,2,4,3,3,3,1,4,2,7,4,5,6,35,2,7,No,12,80,1,Y,28-04-2016,No
EMP0933,31,Male,Single,Sales,Sales Executive,Medical,2,Travel_Frequently,80886,116,1298,25941,22,3,5,4,1,1,3,2,1,7,17,0,3,10,3,2,No,8,80,1,Y,14-06-2016,No
EMP0934,42,Male,Married,Research & Development,R&D Manager,Medical,4,Travel_Rarely,137002,115,952,12457,20,3,5,1,3,1,3,2,3,26,7,12,15,4,3,0,Yes,16,80,1,Y,08-02-1997,Yes
EMP0935,48,Male,Single,Human Resources,HR Manager,Other,1,Travel_Frequently,98848,102,734,12034,12,0,3,1,4,3,3,4,4,11,9,12,13,2,6,6,Yes,1,80,1,Y,17-03-2012,No
EMP0936,48,Male,Married,Marketing,Marketing Manager,Other,1,Travel_Rarely,72692,76,872,19957,17,3,1,1,3,1,4,4,4,0,1,6,10,14,6,9,Yes,24,80,1,Y,23-09-2023,No
EMP0937,23,Male,Married,IT,System Admin,Medical,1,Non-Travel,52500,133,1264,24410,15,2,1,2,1,3,3,1,2,10,2,8,7,1,5,2,No,10,80,1,Y,22-03-2013,No
EMP0938,34,Female,Married,Human Resources,HR Manager,Human Resources,3,Non-Travel,48785,59,767,22828,23,1,5,1,4,3,3,4,2,30,4,8,10,1,3,7,No,7,80,1,Y,27-02-1993,No
EMP0939,30,Female,Single,IT,System Admin,Human Resources,4,Travel_Frequently,99146,45,614,19171,17,3,5,3,3,2,4,4,3,16,15,8,16,7,5,8,Yes,14,80,1,Y,12-04-2007,No
EMP0940,57,Female,Married,Human Resources,HR Executive,Life Sciences,1,Non-Travel,62997,88,648,3545,15,3,2,3,3,3,2,3,3,32,9,1,9,29,2,1,Yes,17,80,1,Y,05-09-1991,No
EMP0941,43,Female,Single,Research & Development,Research Scientist,Medical,3,Travel_Frequently,22170,139,809,15359,22,1,5,4,2,1,4,3,4,31,10,0,11,4,5,0,Yes,19,80,1,Y,06-09-1992,No
EMP0942,47,Male,Single,Marketing,Marketing Manager,Technical Degree,5,Travel_Frequently,86743,76,857,15146,16,3,5,1,4,4,1,2,3,28,15,5,0,29,6,7,No,5,80,1,Y,03-12-1995,No
EMP0943,33,Female,Divorced,Marketing,Marketing Manager,Other,2,Travel_Frequently,50187,145,635,26945,18,2,2,1,1,3,4,4,1,20,11,5,1,9,1,9,No,19,80,1,Y,23-08-2003,No
EMP0944,38,Female,Married,Finance,Finance Analyst,Medical,4,Travel_Rarely,147965,59,904,15498,11,3,4,1,4,2,4,1,2,20,1,3,6,32,2,5,No,3,80,1,Y,31-05-2003,No
EMP0945,35,Female,Divorced,IT,System Admin,Human Resources,4,Travel_Frequently,53090,138,438,15171,23,0,4,3,1,1,2,2,4,22,10,12,15,23,4,9,No,1,80,1,Y,25-07-2001,No
EMP0946,35,Male,Divorced,Human Resources,HR Executive,Medical,5,Non-Travel,74412,38,1265,16202,21,3,2,2,2,2,2,2,4,5,0,7,12,18,4,0,No,8,80,1,Y,17-01-2018,Yes
EMP0947,55,Female,Single,Human Resources,HR Director,Human Resources,4,Travel_Rarely,71030,94,933,6374,23,0,2,2,2,3,3,2,1,21,4,4,3,29,3,2,Yes,9,80,1,Y,18-03-2002,No
EMP0948,41,Female,Married,Sales,Account Manager,Medical,4,Non-Travel,32509,88,999,23831,22,1,4,1,1,3,4,4,3,7,13,6,9,24,6,8,Yes,5,80,1,Y,18-11-2016,Yes
EMP0949,32,Male,Single,Finance,Finance Analyst,Technical Degree,4,Travel_Frequently,83653,131,209,11849,11,1,4,2,1,3,2,4,3,34,17,8,8,10,1,8,No,1,80,1,Y,13-11-1989,No
EMP0950,37,Female,Single,Operations,Supply Chain Manager,Life Sciences,4,Travel_Frequently,144626,93,946,22439,15,3,4,4,1,3,1,1,2,10,6,12,8,34,6,5,Yes,17,80,1,Y,25-01-2013,No
EMP0951,52,Male,Married,Operations,Supply Chain Manager,Technical Degree,3,Non-Travel,19042,37,1488,18990,11,3,4,3,2,1,3,1,1,23,4,0,9,0,4,2,No,25,80,1,Y,09-06-2000,No
EMP0952,27,Female,Single,Sales,Sales Director,Human Resources,3,Travel_Rarely,52201,81,338,15336,13,1,3,1,4,4,4,2,4,20,7,8,7,16,0,7,Yes,14,80,1,Y,04-06-2003,No
EMP0953,40,Male,Married,Sales,Sales Manager,Other,2,Non-Travel,29016,47,930,4576,20,0,2,2,2,3,1,4,1,1,14,12,10,30,6,5,Yes,17,80,1,Y,28-06-2022,No
EMP0954,58,Female,Married,Sales,Sales Manager,Other,4,Travel_Frequently,40022,120,395,24953,19,1,1,1,3,2,2,1,4,18,4,12,12,5,0,0,Yes,9,80,1,Y,11-07-2005,No
EMP0955,25,Female,Single,IT,Data Engineer,Marketing,5,Travel_Rarely,42938,111,1297,22508,24,1,3,1,2,1,3,3,1,27,12,3,12,12,3,5,No,3,80,1,Y,02-10-1996,No
EMP0956,25,Female,Single,IT,Data Engineer,Technical Degree,1,Travel_Frequently,133171,125,1448,7051,23,0,1,3,3,1,1,3,3,16,1,6,15,25,6,4,Yes,3,80,1,Y,25-07-2007,No
EMP0957,41,Male,Divorced,Research & Development,R&D Manager,Medical,2,Travel_Frequently,76720,87,1325,18706,17,1,1,3,3,1,4,2,4,5,4,10,12,35,3,7,No,13,80,1,Y,10-07-2018,Yes
EMP0958,31,Female,Single,Research & Development,Lab Technician,Life Sciences,1,Non-Travel,120514,78,463,12068,22,3,5,2,2,2,1,3,2,18,4,3,11,4,3,1,Yes,20,80,1,Y,07-03-2005,No
EMP0959,45,Male,Married,Sales,Sales Director,Medical,1,Travel_Frequently,148058,61,1144,18967,16,3,2,3,2,4,3,2,1,27,5,3,14,13,4,6,Yes,5,80,1,Y,07-02-1996,No
EMP0960,56,Male,Divorced,Finance,Finance Manager,Medical,4,Non-Travel,91478,146,1119,23773,18,1,3,4,2,2,4,4,3,1,15,12,15,14,1,5,Yes,6,80,1,Y,20-12-2022,No
EMP0961,47,Male,Married,Human Resources,HR Manager,Technical Degree,5,Travel_Rarely,142101,77,360,13001,18,3,2,1,4,2,4,2,4,3,1,14,7,11,5,0,Yes,14,80,1,Y,29-07-2020,No
EMP0962,58,Male,Divorced,IT,Data Engineer,Life Sciences,1,Travel_Frequently,109699,74,1456,10847,16,2,4,3,2,2,1,2,3,21,4,13,5,7,5,7,Yes,6,80,1,Y,12-10-2002,No
EMP0963,59,Female,Single,Finance,Accountant,Marketing,1,Travel_Frequently,114273,83,690,6881,14,1,2,2,1,3,3,4,1,25,14,14,7,30,3,5,Yes,26,80,1,Y,12-07-1998,No
EMP0964,42,Female,Single,Marketing,Brand Manager,Medical,2,Travel_Rarely,78745,129,969,10414,14,2,1,2,2,3,4,1,2,12,0,3,1,25,2,2,No,29,80,1,Y,23-02-2011,No
EMP0965,42,Female,Single,IT,IT Manager,Life Sciences,5,Non-Travel,147283,129,510,20506,14,1,4,2,3,2,3,1,2,31,2,5,10,28,3,4,No,29,80,1,Y,27-05-1992,Yes
EMP0966,31,Male,Married,IT,IT Manager,Marketing,5,Travel_Frequently,146301,114,426,9699,16,1,2,4,4,2,2,1,1,16,14,4,16,3,6,6,No,25,80,1,Y,20-02-2007,No
EMP0967,59,Female,Divorced,Research & Development,Research Scientist,Medical,1,Travel_Rarely,133972,75,472,26180,11,2,2,3,4,3,1,1,4,18,2,1,9,27,5,8,No,17,80,1,Y,23-10-2005,Yes
EMP0968,25,Male,Married,Human Resources,Recruiter,Life Sciences,5,Travel_Frequently,116489,125,1137,18045,22,1,1,3,3,3,3,2,3,34,7,8,1,24,5,3,No,9,80,1,Y,29-05-1989,No
EMP0969,41,Male,Divorced,Human Resources,HR Executive,Technical Degree,2,Non-Travel,46819,60,516,20604,12,3,4,4,4,4,2,1,3,27,14,10,1,39,5,1,No,4,80,1,Y,16-12-1996,No
EMP0970,38,Male,Single,Operations,Operations Analyst,Other,2,Non-Travel,62779,66,1309,7123,16,2,1,3,4,2,2,3,4,0,0,5,5,31,4,2,Yes,23,80,1,Y,04-09-2023,No
EMP0971,28,Female,Married,Operations,Supply Chain Manager,Other,2,Non-Travel,107244,45,490,18211,24,1,2,3,1,1,3,3,1,17,5,9,16,35,1,6,Yes,15,80,1,Y,25-09-2006,Yes
EMP0972,25,Female,Single,Operations,Operations Analyst,Medical,4,Non-Travel,80584,75,928,5550,24,3,3,3,1,4,3,1,3,32,16,5,11,10,3,7,Yes,22,80,1,Y,24-01-1991,Yes
EMP0973,50,Male,Married,Operations,Operations Manager,Medical,1,Travel_Rarely,73032,75,574,24163,21,2,3,4,4,1,1,3,3,11,15,8,4,36,0,4,No,25,80,1,Y,26-06-2012,No
EMP0974,35,Female,Single,Marketing,Content Writer,Life Sciences,5,Travel_Frequently,130074,107,766,12634,11,2,5,4,2,4,1,3,1,7,12,0,1,9,3,2,No,18,80,1,Y,15-10-2016,No
EMP0975,24,Female,Married,Marketing,Marketing Manager,Other,2,Travel_Rarely,114273,117,1067,23312,19,3,3,2,4,2,4,4,3,23,0,6,8,37,3,0,Yes,15,80,1,Y,24-11-2000,No
EMP0976,45,Male,Married,IT,System Admin,Medical,1,Non-Travel,43036,118,954,14177,22,1,4,4,1,1,1,4,4,15,2,2,1,35,1,9,Yes,27,80,1,Y,08-11-2008,No
EMP0977,58,Male,Divorced,Sales,Sales Executive,Marketing,1,Non-Travel,86356,90,451,2166,16,1,5,4,4,3,3,1,4,3,5,3,13,26,2,0,Yes,18,80,1,Y,05-12-2020,Yes
EMP0978,37,Female,Single,Research & Development,Lab Technician,Medical,4,Non-Travel,18052,75,506,24827,17,2,4,2,2,4,4,2,1,26,2,0,14,16,3,1,Yes,7,80,1,Y,05-09-1997,No
EMP0979,25,Male,Divorced,Research & Development,R&D Manager,Other,5,Non-Travel,59377,80,874,10309,24,0,3,4,2,1,2,2,1,8,14,2,1,6,3,4,No,15,80,1,Y,20-02-2015,No
EMP0980,45,Male,Divorced,Operations,Supply Chain Manager,Human Resources,5,Travel_Frequently,82819,91,1067,25039,22,1,3,3,1,4,2,4,4,15,14,13,11,8,5,2,Yes,28,80,1,Y,21-10-2008,No
EMP0981,55,Female,Single,IT,IT Manager,Other,2,Non-Travel,128689,64,463,12001,11,1,2,1,4,2,3,4,1,11,10,13,6,34,4,6,No,25,80,1,Y,09-08-2012,Yes
EMP0982,51,Female,Married,Finance,Finance Analyst,Marketing,2,Travel_Frequently,45461,110,267,25726,18,3,4,2,1,1,4,2,4,30,5,13,15,8,1,1,No,5,80,1,Y,01-01-1994,No
EMP0983,39,Male,Divorced,Sales,Sales Director,Life Sciences,1,Non-Travel,35750,139,1330,4206,22,0,1,1,3,1,4,1,4,23,5,6,2,35,4,1,Yes,23,80,1,Y,15-07-2000,Yes
EMP0984,40,Female,Single,IT,Data Engineer,Marketing,5,Travel_Frequently,24472,71,1422,3250,22,0,2,1,1,1,1,2,4,13,8,13,14,29,5,2,No,11,80,1,Y,14-01-2010,No
EMP0985,52,Male,Married,Sales,Sales Executive,Human Resources,5,Travel_Frequently,84263,74,1415,22390,22,2,4,2,1,4,2,2,3,24,13,5,14,30,3,0,No,24,80,1,Y,12-11-1999,No
EMP0986,40,Male,Divorced,Sales,Sales Director,Human Resources,2,Non-Travel,127036,147,713,6558,22,3,5,1,1,3,2,3,1,33,10,12,6,18,3,1,Yes,14,80,1,Y,06-08-1990,No
EMP0987,40,Female,Divorced,Sales,Sales Manager,Medical,3,Travel_Rarely,40523,97,968,11863,22,3,4,1,4,3,1,2,3,2,5,0,7,22,0,4,No,8,80,1,Y,16-05-2021,No
EMP0988,43,Male,Divorced,IT,IT Manager,Medical,1,Travel_Rarely,118262,104,641,4151,15,1,5,2,3,3,2,4,1,23,17,14,6,19,4,2,No,4,80,1,Y,10-05-2000,No
EMP0989,45,Male,Married,Operations,Operations Manager,Other,5,Travel_Rarely,81060,76,200,7077,15,2,5,2,4,2,1,1,2,8,14,8,2,5,5,9,Yes,10,80,1,Y,23-12-2015,No
EMP0990,33,Male,Divorced,Research & Development,R&D Manager,Technical Degree,4,Travel_Rarely,24079,108,557,17552,24,1,3,3,2,1,2,2,3,25,8,3,6,23,1,5,Yes,7,80,1,Y,22-07-1998,Yes
EMP0991,51,Female,Married,Research & Development,R&D Manager,Marketing,4,Travel_Rarely,75726,59,1338,4297,16,0,1,2,3,3,2,3,3,19,10,6,4,21,6,1,Yes,1,80,1,Y,20-09-2004,No
EMP0992,59,Female,Divorced,Operations,Operations Manager,Other,3,Non-Travel,107906,53,1102,11228,17,3,4,4,1,3,2,4,3,9,1,3,12,5,6,7,Yes,20,80,1,Y,03-04-2014,Yes
EMP0993,52,Female,Single,Sales,Sales Executive,Technical Degree,2,Non-Travel,31532,95,1420,4614,17,2,1,1,1,1,1,4,2,18,5,6,1,23,6,3,Yes,12,80,1,Y,19-09-2005,No
EMP0994,57,Male,Divorced,Finance,Finance Analyst,Other,2,Non-Travel,137689,72,473,3879,15,1,5,2,1,2,2,3,1,2,13,4,3,21,3,2,No,13,80,1,Y,19-09-2021,No
EMP0995,40,Male,Single,Human Resources,Recruiter,Human Resources,2,Non-Travel,58162,63,1055,2620,11,1,3,3,4,4,2,4,2,23,13,0,3,17,0,4,Yes,16,80,1,Y,02-04-2000,No
EMP0996,57,Female,Single,IT,Data Engineer,Medical,4,Non-Travel,149821,52,1217,25082,21,0,1,2,2,4,4,3,1,4,12,14,7,15,0,7,Yes,14,80,1,Y,10-04-2019,Yes
EMP0997,51,Female,Single,Human Resources,Recruiter,Medical,2,Non-Travel,26353,90,1383,23891,19,3,2,1,3,4,2,4,1,2,4,3,10,35,6,8,No,13,80,1,Y,22-08-2021,No
EMP0998,54,Female,Married,Operations,Operations Analyst,Other,4,Travel_Frequently,127313,124,372,10262,16,0,5,2,3,1,3,4,1,26,8,14,0,12,2,0,No,5,80,1,Y,02-04-1997,No
EMP0999,39,Male,Single,Finance,CFO,Medical,3,Travel_Frequently,43477,66,784,20187,23,1,2,1,4,2,2,4,1,15,10,2,8,36,1,3,No,14,80,1,Y,02-05-2008,No
EMP1000,49,Female,Divorced,IT,Data Engineer,Life Sciences,1,Non-Travel,101373,42,1128,25500,19,3,1,2,2,1,2,4,1,14,6,5,5,23,6,5,Yes,26,80,1,Y,20-02-2009,No
EMP1001,32,Male,Married,Operations,Logistics Executive,Other,5,Non-Travel,19551,126,680,22917,21,3,1,3,3,4,4,3,2,34,1,5,3,18,0,5,Yes,13,80,1,Y,29-10-1989,Yes
EMP1002,54,Female,Single,Sales,Sales Director,Human Resources,3,Travel_Frequently,83359,100,654,3925,14,0,1,4,4,3,4,2,3,11,11,0,5,19,1,8,Yes,14,80,1,Y,14-01-2012,No
